HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.Unique_ID,Input.1,Input.2,Input.3,Input.4,Input.5,Input.6,Input.7,Input.8,Input.9,Input.10,Input.11,Input.12,Input.13,Input.14,Answer.Age,Answer.Education,Answer.Gender,Answer.Q10Credibility,Answer.Q11Credibility,Answer.Q12Credibility,Answer.Q13Credibility,Answer.Q14Credibility,Answer.Q1Credibility,Answer.Q2Credibility,Answer.Q3Credibility,Answer.Q4Credibility,Answer.Q5Credibility,Answer.Q6Credibility,Answer.Q7Credibility,Answer.Q8Credibility,Answer.Q9Credibility,Answer.US,Answer.freeEntry,Answer.valid,Approve,Reject
3MXX6RQ9EV50H0VQ25EFVD7VES94P2,3LF081349XEWN1PVKH52NMGGHIQM0W,News credibility,You will be shown a variety of tweets on a variety of topics.  You will be asked to assess the credibility of these tweets.,"news, classification, tweets",$0.25 ,Thu Nov 30 09:32:13 PST 2017,1,BatchId:3030477;OriginalHitTemplateId:924766525;,28800,432000,Sat Dec 30 09:32:13 PST 2017,,,3RRCEFRB7MC00QSA932GPDYQCGYB43,A2RAPGB2VBAP0N,Approved,Thu Nov 30 11:00:24 PST 2017,Thu Nov 30 11:03:18 PST 2017,Tue Dec 05 11:03:18 PST 2017,Fri Dec 01 06:45:23 PST 2017,,,174,100% (1/1),100% (1/1),100% (1/1),79335279,http://ella.ils.indiana.edu/~atsou/Tweets/Article 1/art1.11.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 2/art2.12.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 3/art3.13.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 4/art4.14.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 5/art5.15.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 6/art6.16.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 7/art7.17.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 8/art8.18.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 9/art9.1.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 10/art10.2.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 11/art11.3.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 12/art12.4.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 13/art13.5.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 14/art14.6.2.jpg,36,Professional,Male,6,5,5,5,3,5,5,4,4,4,4,4,4,5,No,na,4,,
3N2YPY1GI6YVEMPFDNZRAR84D54EV3,3LF081349XEWN1PVKH52NMGGHIQM0W,News credibility,You will be shown a variety of tweets on a variety of topics.  You will be asked to assess the credibility of these tweets.,"news, classification, tweets",$0.25 ,Thu Nov 30 09:32:12 PST 2017,1,BatchId:3030477;OriginalHitTemplateId:924766525;,28800,432000,Sat Dec 30 09:32:12 PST 2017,,,3FK0YFF9PZGE3H9VYGU3ZFSASUOVVM,A2AGDF3VY0L1QP,Approved,Fri Dec 01 08:02:40 PST 2017,Fri Dec 01 08:03:42 PST 2017,Wed Dec 06 08:03:42 PST 2017,Fri Dec 01 11:38:21 PST 2017,,,62,100% (1/1),100% (1/1),100% (1/1),56432649,http://ella.ils.indiana.edu/~atsou/Tweets/Article 1/art1.11.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 2/art2.12.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 3/art3.13.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 4/art4.14.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 5/art5.15.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 6/art6.16.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 7/art7.17.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 8/art8.18.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 9/art9.1.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 10/art10.2.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 11/art11.3.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 12/art12.4.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 13/art13.5.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 14/art14.6.1.jpg,31,Doct,Male,3,4,2,3,3,3,5,6,6,6,7,7,7,3,Yes,no,four,,
3N3WJQXELSQ0N1156Z2KLH1DP4C2L6,3LF081349XEWN1PVKH52NMGGHIQM0W,News credibility,You will be shown a variety of tweets on a variety of topics.  You will be asked to assess the credibility of these tweets.,"news, classification, tweets",$0.25 ,Thu Nov 30 09:32:11 PST 2017,1,BatchId:3030477;OriginalHitTemplateId:924766525;,28800,432000,Sat Dec 30 09:32:11 PST 2017,,,345LHZDEDXSUETIC9GESKYY8N1U3UC,A16A0VHHKDIKR6,Approved,Thu Nov 30 09:35:58 PST 2017,Thu Nov 30 09:39:58 PST 2017,Tue Dec 05 09:39:58 PST 2017,Fri Dec 01 06:45:23 PST 2017,,,240,100% (1/1),100% (1/1),100% (1/1),49165883,http://ella.ils.indiana.edu/~atsou/Tweets/Article 1/art1.10.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 2/art2.11.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 3/art3.12.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 4/art4.13.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 5/art5.14.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 6/art6.15.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 7/art7.16.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 8/art8.17.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 9/art9.18.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 10/art10.1.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 11/art11.2.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 12/art12.3.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 13/art13.4.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 14/art14.5.2.jpg,33,Bachelor,Female,2,3,3,3,5,5,3,5,7,7,7,6,4,6,Yes,No,4,,
3NQUW096N68BNLM4R8HZV49RVAM9L5,3LF081349XEWN1PVKH52NMGGHIQM0W,News credibility,You will be shown a variety of tweets on a variety of topics.  You will be asked to assess the credibility of these tweets.,"news, classification, tweets",$0.25 ,Thu Nov 30 09:32:12 PST 2017,1,BatchId:3030477;OriginalHitTemplateId:924766525;,28800,432000,Sat Dec 30 09:32:12 PST 2017,,,3ATPCQ38J8ABFN12SWQRARIRPZ3AYJ,A1FS8SBR4SDWYG,Approved,Thu Nov 30 10:12:00 PST 2017,Thu Nov 30 10:19:20 PST 2017,Tue Dec 05 10:19:20 PST 2017,Fri Dec 01 06:45:23 PST 2017,,,440,100% (1/1),100% (1/1),100% (1/1),87848284,http://ella.ils.indiana.edu/~atsou/Tweets/Article 1/art1.11.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 2/art2.12.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 3/art3.13.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 4/art4.14.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 5/art5.15.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 6/art6.16.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 7/art7.17.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 8/art8.18.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 9/art9.1.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 10/art10.2.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 11/art11.3.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 12/art12.4.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 13/art13.5.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 14/art14.6.2.jpg,31,Master,Female,3,1,3,1,2,3,3,1,6,6,6,6,5,1,Yes,{},4,,
3OND0WXMHWFQWLUV8YINVQHV5QTHEG,3LF081349XEWN1PVKH52NMGGHIQM0W,News credibility,You will be shown a variety of tweets on a variety of topics.  You will be asked to assess the credibility of these tweets.,"news, classification, tweets",$0.25 ,Thu Nov 30 09:32:11 PST 2017,1,BatchId:3030477;OriginalHitTemplateId:924766525;,28800,432000,Sat Dec 30 09:32:11 PST 2017,,,3OHYZ19UGC5ZL9X0M9HT80KPBQQAOW,A2A1YB1L8T1ENB,Approved,Thu Nov 30 17:40:04 PST 2017,Thu Nov 30 17:51:44 PST 2017,Tue Dec 05 17:51:44 PST 2017,Fri Dec 01 06:45:23 PST 2017,,,700,100% (1/1),100% (1/1),100% (1/1),65670005,http://ella.ils.indiana.edu/~atsou/Tweets/Article 1/art1.9.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 2/art2.10.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 3/art3.11.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 4/art4.12.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 5/art5.13.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 6/art6.14.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 7/art7.15.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 8/art8.16.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 9/art9.17.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 10/art10.18.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 11/art11.1.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 12/art12.2.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 13/art13.3.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 14/art14.4.2.jpg,40,High school,Male,4,1,1,2,2,2,2,3,4,6,6,4,7,5,Yes,The first tweet was really blurry.,4,,
3OZ4VAIBEXF3P2B7ROAI77LWID0JVT,3LF081349XEWN1PVKH52NMGGHIQM0W,News credibility,You will be shown a variety of tweets on a variety of topics.  You will be asked to assess the credibility of these tweets.,"news, classification, tweets",$0.25 ,Thu Nov 30 09:32:11 PST 2017,1,BatchId:3030477;OriginalHitTemplateId:924766525;,28800,432000,Sat Dec 30 09:32:11 PST 2017,,,31UV0MXWNQCSJHAGTID7GS8H73HI5U,AWWU7NUA2C9X9,Approved,Thu Nov 30 16:23:59 PST 2017,Thu Nov 30 16:25:10 PST 2017,Tue Dec 05 16:25:10 PST 2017,Fri Dec 01 06:45:23 PST 2017,,,71,100% (1/1),100% (1/1),100% (1/1),36393487,http://ella.ils.indiana.edu/~atsou/Tweets/Article 1/art1.9.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 2/art2.10.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 3/art3.11.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 4/art4.12.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 5/art5.13.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 6/art6.14.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 7/art7.15.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 8/art8.16.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 9/art9.17.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 10/art10.18.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 11/art11.1.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 12/art12.2.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 13/art13.3.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 14/art14.4.1.jpg,25,Master,Male,5,6,5,6,5,4,5,6,5,5,6,5,5,6,No,no,4,,
3P6ENY9P79W2CQWH4H8EG5FNXJ0HIP,3LF081349XEWN1PVKH52NMGGHIQM0W,News credibility,You will be shown a variety of tweets on a variety of topics.  You will be asked to assess the credibility of these tweets.,"news, classification, tweets",$0.25 ,Thu Nov 30 09:32:11 PST 2017,1,BatchId:3030477;OriginalHitTemplateId:924766525;,28800,432000,Sat Dec 30 09:32:11 PST 2017,,,3P529IW9KYLMBFBBKXNTUKRMD0SFLP,A2M9D02CIVECE3,Approved,Thu Nov 30 12:02:40 PST 2017,Thu Nov 30 12:04:18 PST 2017,Tue Dec 05 12:04:18 PST 2017,Fri Dec 01 06:45:23 PST 2017,,,98,100% (1/1),100% (1/1),100% (1/1),27082778,http://ella.ils.indiana.edu/~atsou/Tweets/Article 1/art1.10.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 2/art2.11.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 3/art3.12.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 4/art4.13.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 5/art5.14.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 6/art6.15.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 7/art7.16.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 8/art8.17.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 9/art9.18.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 10/art10.1.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 11/art11.2.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 12/art12.3.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 13/art13.4.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 14/art14.5.3.jpg,30,Bachelor,Female,3,3,3,2,5,7,4,7,6,7,4,4,4,4,Yes,{},4,,
3PKJ68EHDNWY71GNMZTES6UNAYPHJ1,3LF081349XEWN1PVKH52NMGGHIQM0W,News credibility,You will be shown a variety of tweets on a variety of topics.  You will be asked to assess the credibility of these tweets.,"news, classification, tweets",$0.25 ,Thu Nov 30 09:32:11 PST 2017,1,BatchId:3030477;OriginalHitTemplateId:924766525;,28800,432000,Sat Dec 30 09:32:11 PST 2017,,,3PJUZCGDJ6GIVY0FNMEXFJJ5Q2E89K,A2UCRIYSGRP4B8,Approved,Thu Nov 30 09:47:20 PST 2017,Thu Nov 30 09:56:42 PST 2017,Tue Dec 05 09:56:42 PST 2017,Fri Dec 01 06:45:23 PST 2017,,,562,100% (1/1),100% (1/1),100% (1/1),77496099,http://ella.ils.indiana.edu/~atsou/Tweets/Article 1/art1.10.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 2/art2.11.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 3/art3.12.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 4/art4.13.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 5/art5.14.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 6/art6.15.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 7/art7.16.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 8/art8.17.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 9/art9.18.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 10/art10.1.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 11/art11.2.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 12/art12.3.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 13/art13.4.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 14/art14.5.3.jpg,32,Bachelor,Female,2,5,3,6,6,6,4,5,4,5,6,5,6,6,Yes,it all good,4,,
3PZDSVZ3J5H0EFJDMQ1NRO20ED84N6,3LF081349XEWN1PVKH52NMGGHIQM0W,News credibility,You will be shown a variety of tweets on a variety of topics.  You will be asked to assess the credibility of these tweets.,"news, classification, tweets",$0.25 ,Thu Nov 30 09:32:12 PST 2017,1,BatchId:3030477;OriginalHitTemplateId:924766525;,28800,432000,Sat Dec 30 09:32:12 PST 2017,,,3TOK3KHVJTIH27Z2F659Y9IZAHQ7O6,A23PJUNU0A9ZNA,Approved,Thu Nov 30 13:34:28 PST 2017,Thu Nov 30 14:14:28 PST 2017,Tue Dec 05 14:14:28 PST 2017,Fri Dec 01 06:45:24 PST 2017,,,2400,100% (1/1),100% (1/1),100% (1/1),53380123,http://ella.ils.indiana.edu/~atsou/Tweets/Article 1/art1.11.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 2/art2.12.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 3/art3.13.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 4/art4.14.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 5/art5.15.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 6/art6.16.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 7/art7.17.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 8/art8.18.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 9/art9.1.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 10/art10.2.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 11/art11.3.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 12/art12.4.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 13/art13.5.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 14/art14.6.2.jpg,41,Associate,Male,4,3,4,5,5,5,3,3,5,6,6,5,4,4,Yes,no,4,,
3QE4DGPGBRBU4N2RZMOS14T3D1M4GY,3LF081349XEWN1PVKH52NMGGHIQM0W,News credibility,You will be shown a variety of tweets on a variety of topics.  You will be asked to assess the credibility of these tweets.,"news, classification, tweets",$0.25 ,Thu Nov 30 09:32:10 PST 2017,1,BatchId:3030477;OriginalHitTemplateId:924766525;,28800,432000,Sat Dec 30 09:32:10 PST 2017,,,3907X2AHF05S16EXOU1TRI6H96B2PD,A38XRCVYVF4A31,Approved,Thu Nov 30 10:25:05 PST 2017,Thu Nov 30 13:05:15 PST 2017,Tue Dec 05 13:05:15 PST 2017,Fri Dec 01 06:45:24 PST 2017,,,9610,100% (1/1),100% (1/1),100% (1/1),73350872,http://ella.ils.indiana.edu/~atsou/Tweets/Article 1/art1.8.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 2/art2.9.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 3/art3.10.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 4/art4.11.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 5/art5.12.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 6/art6.13.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 7/art7.14.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 8/art8.15.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 9/art9.16.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 10/art10.17.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 11/art11.18.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 12/art12.1.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 13/art13.2.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 14/art14.3.2.jpg,66,Bachelor,Male,7,6,4,5,6,5,4,6,5,6,6,5,5,5,Yes,"No, it went smooth",4,,
3QGHA0EA0J0AM8D0T62XVLLXHHTBWA,3LF081349XEWN1PVKH52NMGGHIQM0W,News credibility,You will be shown a variety of tweets on a variety of topics.  You will be asked to assess the credibility of these tweets.,"news, classification, tweets",$0.25 ,Thu Nov 30 09:32:12 PST 2017,1,BatchId:3030477;OriginalHitTemplateId:924766525;,28800,432000,Sat Dec 30 09:32:12 PST 2017,,,3DH6GAKTYYPCGV9A4O6QRK90YKAZY9,ALL5YYZDJ4FB2,Approved,Thu Nov 30 10:15:51 PST 2017,Thu Nov 30 13:10:12 PST 2017,Tue Dec 05 13:10:12 PST 2017,Fri Dec 01 06:45:24 PST 2017,,,10461,100% (1/1),100% (1/1),100% (1/1),34151644,http://ella.ils.indiana.edu/~atsou/Tweets/Article 1/art1.10.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 2/art2.11.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 3/art3.12.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 4/art4.13.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 5/art5.14.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 6/art6.15.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 7/art7.16.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 8/art8.17.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 9/art9.18.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 10/art10.1.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 11/art11.2.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 12/art12.3.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 13/art13.4.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 14/art14.5.3.jpg,38,Associate,Female,5,6,6,3,6,6,4,4,3,6,3,6,3,4,Yes,no,4,,
3QTFNPMJC6IGHC727JRDLKF9F8AZNC,3LF081349XEWN1PVKH52NMGGHIQM0W,News credibility,You will be shown a variety of tweets on a variety of topics.  You will be asked to assess the credibility of these tweets.,"news, classification, tweets",$0.25 ,Thu Nov 30 09:32:12 PST 2017,1,BatchId:3030477;OriginalHitTemplateId:924766525;,28800,432000,Sat Dec 30 09:32:12 PST 2017,,,3LQ8PUHQFLS4ZAUBUKEG5PB7CAOHIM,A2KDAMD5LF5QIB,Approved,Thu Nov 30 09:33:24 PST 2017,Thu Nov 30 09:35:28 PST 2017,Tue Dec 05 09:35:28 PST 2017,Fri Dec 01 06:45:24 PST 2017,,,124,100% (1/1),100% (1/1),100% (1/1),30635170,http://ella.ils.indiana.edu/~atsou/Tweets/Article 1/art1.11.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 2/art2.12.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 3/art3.13.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 4/art4.14.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 5/art5.15.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 6/art6.16.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 7/art7.17.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 8/art8.18.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 9/art9.1.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 10/art10.2.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 11/art11.3.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 12/art12.4.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 13/art13.5.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 14/art14.6.1.jpg,38,Master,Male,1,1,1,1,1,4,7,5,7,4,3,3,4,1,Yes,{},4,,
3R16PJFTS3RZ69YAPD97ZWLWKI34K1,3LF081349XEWN1PVKH52NMGGHIQM0W,News credibility,You will be shown a variety of tweets on a variety of topics.  You will be asked to assess the credibility of these tweets.,"news, classification, tweets",$0.25 ,Thu Nov 30 09:32:11 PST 2017,1,BatchId:3030477;OriginalHitTemplateId:924766525;,28800,432000,Sat Dec 30 09:32:11 PST 2017,,,3JJVG1YBEBXIW9WAN8LQU544CCHB5W,ATHS9GUME1XCA,Approved,Thu Nov 30 09:53:51 PST 2017,Thu Nov 30 09:55:42 PST 2017,Tue Dec 05 09:55:42 PST 2017,Fri Dec 01 06:45:24 PST 2017,,,111,100% (101/101),100% (1/1),100% (1/1),31554975,http://ella.ils.indiana.edu/~atsou/Tweets/Article 1/art1.9.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 2/art2.10.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 3/art3.11.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 4/art4.12.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 5/art5.13.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 6/art6.14.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 7/art7.15.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 8/art8.16.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 9/art9.17.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 10/art10.18.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 11/art11.1.2.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 12/art12.2.3.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 13/art13.3.1.jpg,http://ella.ils.indiana.edu/~atsou/Tweets/Article 14/art14.4.2.jpg,52,High school,Male,7,7,4,7,5,7,7,7,7,6,7,7,7,7,Yes,{},4,,
